"Path","QuarantinePath","BlobHash","SizeBytes","SelectedRoot","Reason"
"Libraries/GlobalFuncNSubxxxx/GenClass.vb","_Quarantine/UnusedProjects_2026-08-11/Files/Libraries/GlobalFuncNSubxxxx/GenClass.vb","dbb462c031aef3f0f5af1b55e137b5c11df14c96","549","Libraries/GlobalFuncNSubxxxx","Clearly obsolete duplicate-name library tree."
"Libraries/GlobalFuncNSubxxxx/GlobalFuncNSubxss.vbproj","_Quarantine/UnusedProjects_2026-08-11/Files/Libraries/GlobalFuncNSubxxxx/GlobalFuncNSubxss.vbproj","f6c6ccee2d6a150edc53a47943f8153c3cb07d57","5102","Libraries/GlobalFuncNSubxxxx","Clearly obsolete duplicate-name library tree."
"Libraries/GlobalFuncNSubxxxx/GlobalFunctions.vb","_Quarantine/UnusedProjects_2026-08-11/Files/Libraries/GlobalFuncNSubxxxx/GlobalFunctions.vb","5bf48f164c09325cba65b9295cbfc959ee1fe195","17973","Libraries/GlobalFuncNSubxxxx","Clearly obsolete duplicate-name library tree."
"Libraries/GlobalFuncNSubxxxx/GlobalSubs.vb","_Quarantine/UnusedProjects_2026-08-11/Files/Libraries/GlobalFuncNSubxxxx/GlobalSubs.vb","fa2292235fefb10b24f46f989153f41a7bf50196","5351","Libraries/GlobalFuncNSubxxxx","Clearly obsolete duplicate-name library tree."
"Libraries/GlobalFuncNSubxxxx/GlobalVariables.vb","_Quarantine/UnusedProjects_2026-08-11/Files/Libraries/GlobalFuncNSubxxxx/GlobalVariables.vb","482fb9ab432bd290ad27364728dc711c8be9f237","17478","Libraries/GlobalFuncNSubxxxx","Clearly obsolete duplicate-name library tree."
"Libraries/GlobalFuncNSubxxxx/My Project/Application.Designer.vb","_Quarantine/UnusedProjects_2026-08-11/Files/Libraries/GlobalFuncNSubxxxx/My Project/Application.Designer.vb","88dd01c78a618d0cc7dbd9432b8267ed2ada0a6f","441","Libraries/GlobalFuncNSubxxxx","Clearly obsolete duplicate-name library tree."
"Libraries/GlobalFuncNSubxxxx/My Project/Application.myapp","_Quarantine/UnusedProjects_2026-08-11/Files/Libraries/GlobalFuncNSubxxxx/My Project/Application.myapp","758895def250c4f622eef515e9cd04fd155619a9","481","Libraries/GlobalFuncNSubxxxx","Clearly obsolete duplicate-name library tree."
"Libraries/GlobalFuncNSubxxxx/My Project/AssemblyInfo.vb","_Quarantine/UnusedProjects_2026-08-11/Files/Libraries/GlobalFuncNSubxxxx/My Project/AssemblyInfo.vb","614d88e21fe95fc9c73d4aefb17b7b5267e1b2a5","1154","Libraries/GlobalFuncNSubxxxx","Clearly obsolete duplicate-name library tree."
"Libraries/GlobalFuncNSubxxxx/My Project/Resources.Designer.vb","_Quarantine/UnusedProjects_2026-08-11/Files/Libraries/GlobalFuncNSubxxxx/My Project/Resources.Designer.vb","5c4270569fc5e5e7573abe9688be6e0b1b42f613","2799","Libraries/GlobalFuncNSubxxxx","Clearly obsolete duplicate-name library tree."
"Libraries/GlobalFuncNSubxxxx/My Project/Resources.resx","_Quarantine/UnusedProjects_2026-08-11/Files/Libraries/GlobalFuncNSubxxxx/My Project/Resources.resx","af7dbebbacef595e3089c01c05671016c21a8304","5612","Libraries/GlobalFuncNSubxxxx","Clearly obsolete duplicate-name library tree."
"Libraries/GlobalFuncNSubxxxx/My Project/Settings.Designer.vb","_Quarantine/UnusedProjects_2026-08-11/Files/Libraries/GlobalFuncNSubxxxx/My Project/Settings.Designer.vb","15dc9e3c510b75bf36220bcb33c8b289e798f40d","3009","Libraries/GlobalFuncNSubxxxx","Clearly obsolete duplicate-name library tree."
"Libraries/GlobalFuncNSubxxxx/My Project/Settings.settings","_Quarantine/UnusedProjects_2026-08-11/Files/Libraries/GlobalFuncNSubxxxx/My Project/Settings.settings","85b890b3c66b9beee248abaddd2ec71f8b1df2b2","279","Libraries/GlobalFuncNSubxxxx","Clearly obsolete duplicate-name library tree."
"Libraries/GlobalFuncNSubxxxx/packages.config","_Quarantine/UnusedProjects_2026-08-11/Files/Libraries/GlobalFuncNSubxxxx/packages.config","74c27a3f4a10a4d84481ba7572d50c918df22651","169","Libraries/GlobalFuncNSubxxxx","Clearly obsolete duplicate-name library tree."
"Libraries/GlobalFuncNSubxxxx/ValidationFunctions.vb","_Quarantine/UnusedProjects_2026-08-11/Files/Libraries/GlobalFuncNSubxxxx/ValidationFunctions.vb","ab2f417f775db342ad5cb2c65543ae2feb17da16","594","Libraries/GlobalFuncNSubxxxx","Clearly obsolete duplicate-name library tree."
"Libraries/Image/App.config","_Quarantine/UnusedProjects_2026-08-11/Files/Libraries/Image/App.config","5534e287628b5c60764923b1c659d5f3c33b4e23","188","Libraries/Image","Standalone ReadingImagesFromSqlServer sample with its own solution."
"Libraries/Image/Classes/BaseExceptionsHandler.vb","_Quarantine/UnusedProjects_2026-08-11/Files/Libraries/Image/Classes/BaseExceptionsHandler.vb","bfcd2d88eff9acc333146a75844f2b0f4624a3f8","2485","Libraries/Image","Standalone ReadingImagesFromSqlServer sample with its own solution."
"Libraries/Image/Classes/BaseSqlServerConnection.vb","_Quarantine/UnusedProjects_2026-08-11/Files/Libraries/Image/Classes/BaseSqlServerConnection.vb","dfefe414526adc96c39369fa289a9dcbb8d31d16","601","Libraries/Image","Standalone ReadingImagesFromSqlServer sample with its own solution."
"Libraries/Image/Classes/DataOperations.vb","_Quarantine/UnusedProjects_2026-08-11/Files/Libraries/Image/Classes/DataOperations.vb","8e4f576999d8795eb7570a819d6df714edeb32d3","13123","Libraries/Image","Standalone ReadingImagesFromSqlServer sample with its own solution."
"Libraries/Image/Classes/Employee.vb","_Quarantine/UnusedProjects_2026-08-11/Files/Libraries/Image/Classes/Employee.vb","19158938b88595845eb3df42acd64267100b0868","333","Libraries/Image","Standalone ReadingImagesFromSqlServer sample with its own solution."
"Libraries/Image/Form1.Designer.vb","_Quarantine/UnusedProjects_2026-08-11/Files/Libraries/Image/Form1.Designer.vb","c0b3ab4038328ade8b0de631c4928b89f0702df6","9452","Libraries/Image","Standalone ReadingImagesFromSqlServer sample with its own solution."
"Libraries/Image/Form1.resx","_Quarantine/UnusedProjects_2026-08-11/Files/Libraries/Image/Form1.resx","1af7de150c99c12dd67a509fe57c10d63e4eeb04","5817","Libraries/Image","Standalone ReadingImagesFromSqlServer sample with its own solution."
"Libraries/Image/Form1.vb","_Quarantine/UnusedProjects_2026-08-11/Files/Libraries/Image/Form1.vb","cc93761bb8c85214a9f12b1b51849ea2df90ce3f","3139","Libraries/Image","Standalone ReadingImagesFromSqlServer sample with its own solution."
"Libraries/Image/My Project/Application.Designer.vb","_Quarantine/UnusedProjects_2026-08-11/Files/Libraries/Image/My Project/Application.Designer.vb","6a5cdfdd088ea016cbf6e2f894d6f1232d690084","1545","Libraries/Image","Standalone ReadingImagesFromSqlServer sample with its own solution."
"Libraries/Image/My Project/Application.myapp","_Quarantine/UnusedProjects_2026-08-11/Files/Libraries/Image/My Project/Application.myapp","1243847fd9bc0b4b577c67066fc1e6d067b5bde4","510","Libraries/Image","Standalone ReadingImagesFromSqlServer sample with its own solution."
"Libraries/Image/My Project/AssemblyInfo.vb","_Quarantine/UnusedProjects_2026-08-11/Files/Libraries/Image/My Project/AssemblyInfo.vb","2e4e789f69f04e307f9318f8ad12cb30c2c7b2ea","1210","Libraries/Image","Standalone ReadingImagesFromSqlServer sample with its own solution."
"Libraries/Image/My Project/Resources.Designer.vb","_Quarantine/UnusedProjects_2026-08-11/Files/Libraries/Image/My Project/Resources.Designer.vb","868a60a2e52149957c97f223ad9df555d46660db","2811","Libraries/Image","Standalone ReadingImagesFromSqlServer sample with its own solution."
"Libraries/Image/My Project/Resources.resx","_Quarantine/UnusedProjects_2026-08-11/Files/Libraries/Image/My Project/Resources.resx","af7dbebbacef595e3089c01c05671016c21a8304","5612","Libraries/Image","Standalone ReadingImagesFromSqlServer sample with its own solution."
"Libraries/Image/My Project/Settings.Designer.vb","_Quarantine/UnusedProjects_2026-08-11/Files/Libraries/Image/My Project/Settings.Designer.vb","7301e27cbbdb61e990638e0f47289dab651637b2","3034","Libraries/Image","Standalone ReadingImagesFromSqlServer sample with its own solution."
"Libraries/Image/My Project/Settings.settings","_Quarantine/UnusedProjects_2026-08-11/Files/Libraries/Image/My Project/Settings.settings","85b890b3c66b9beee248abaddd2ec71f8b1df2b2","279","Libraries/Image","Standalone ReadingImagesFromSqlServer sample with its own solution."
"Libraries/Image/ReadingImagesFromSqlServer.sln","_Quarantine/UnusedProjects_2026-08-11/Files/Libraries/Image/ReadingImagesFromSqlServer.sln","ef0b33c11edf3e47d9d00d35ea504311d03c6a26","1157","Libraries/Image","Standalone ReadingImagesFromSqlServer sample with its own solution."
"Libraries/Image/ReadingImagesFromSqlServer.vbproj","_Quarantine/UnusedProjects_2026-08-11/Files/Libraries/Image/ReadingImagesFromSqlServer.vbproj","1e336f2240f6388abe344487a91235311c7b5491","5237","Libraries/Image","Standalone ReadingImagesFromSqlServer sample with its own solution."
"Libraries/Image/script.sql","_Quarantine/UnusedProjects_2026-08-11/Files/Libraries/Image/script.sql","8be952c5a09a0cdcd4b95d9f2bb44df0b177634b","234778","Libraries/Image","Standalone ReadingImagesFromSqlServer sample with its own solution."
"Libraries/MessagingLibrary/Demo_For_FlexibleMessageBox.sln","_Quarantine/UnusedProjects_2026-08-11/Files/Libraries/MessagingLibrary/Demo_For_FlexibleMessageBox.sln","788ae202887c50bfd78f8664f7dd4d6df8e8bd4a","927","Associated solution file","Solution file belonging to the quarantined demo project."
"Libraries/MessagingLibrary/Demo_For_FlexibleMessageBox/Demo_For_FlexibleMessageBox.csproj","_Quarantine/UnusedProjects_2026-08-11/Files/Libraries/MessagingLibrary/Demo_For_FlexibleMessageBox/Demo_For_FlexibleMessageBox.csproj","52744ca74bc4655101586ff5c63b5a7a0e7dc3a4","3823","Libraries/MessagingLibrary/Demo_For_FlexibleMessageBox","Explicitly named demo application."
"Libraries/MessagingLibrary/Demo_For_FlexibleMessageBox/FlexibleMessageBox.cs","_Quarantine/UnusedProjects_2026-08-11/Files/Libraries/MessagingLibrary/Demo_For_FlexibleMessageBox/FlexibleMessageBox.cs","e10e8d16108ba4cbb91bed5fcd82b85047343811","45162","Libraries/MessagingLibrary/Demo_For_FlexibleMessageBox","Explicitly named demo application."
"Libraries/MessagingLibrary/Demo_For_FlexibleMessageBox/Form1.cs","_Quarantine/UnusedProjects_2026-08-11/Files/Libraries/MessagingLibrary/Demo_For_FlexibleMessageBox/Form1.cs","67386ae00c23418e43477a9d6d0317ef9de6a476","3940","Libraries/MessagingLibrary/Demo_For_FlexibleMessageBox","Explicitly named demo application."
"Libraries/MessagingLibrary/Demo_For_FlexibleMessageBox/Form1.Designer.cs","_Quarantine/UnusedProjects_2026-08-11/Files/Libraries/MessagingLibrary/Demo_For_FlexibleMessageBox/Form1.Designer.cs","f18b994dd79567d4bd3f8c3c3b758d953d394b5d","14217","Libraries/MessagingLibrary/Demo_For_FlexibleMessageBox","Explicitly named demo application."
"Libraries/MessagingLibrary/Demo_For_FlexibleMessageBox/Form1.resx","_Quarantine/UnusedProjects_2026-08-11/Files/Libraries/MessagingLibrary/Demo_For_FlexibleMessageBox/Form1.resx","1af7de150c99c12dd67a509fe57c10d63e4eeb04","5817","Libraries/MessagingLibrary/Demo_For_FlexibleMessageBox","Explicitly named demo application."
"Libraries/MessagingLibrary/Demo_For_FlexibleMessageBox/Program.cs","_Quarantine/UnusedProjects_2026-08-11/Files/Libraries/MessagingLibrary/Demo_For_FlexibleMessageBox/Program.cs","bf6f3355d97b5d53631cdda8b8bfe55f12f991a0","518","Libraries/MessagingLibrary/Demo_For_FlexibleMessageBox","Explicitly named demo application."
"Libraries/MessagingLibrary/Demo_For_FlexibleMessageBox/Properties/AssemblyInfo.cs","_Quarantine/UnusedProjects_2026-08-11/Files/Libraries/MessagingLibrary/Demo_For_FlexibleMessageBox/Properties/AssemblyInfo.cs","1adb610d477fff2fd7d0ecc41521fc60c657d440","1565","Libraries/MessagingLibrary/Demo_For_FlexibleMessageBox","Explicitly named demo application."
"Libraries/MessagingLibrary/Demo_For_FlexibleMessageBox/Properties/Resources.Designer.cs","_Quarantine/UnusedProjects_2026-08-11/Files/Libraries/MessagingLibrary/Demo_For_FlexibleMessageBox/Properties/Resources.Designer.cs","a97f7791d275f860a98a9346ea8a96b82402cab4","3073","Libraries/MessagingLibrary/Demo_For_FlexibleMessageBox","Explicitly named demo application."
"Libraries/MessagingLibrary/Demo_For_FlexibleMessageBox/Properties/Resources.resx","_Quarantine/UnusedProjects_2026-08-11/Files/Libraries/MessagingLibrary/Demo_For_FlexibleMessageBox/Properties/Resources.resx","af7dbebbacef595e3089c01c05671016c21a8304","5612","Libraries/MessagingLibrary/Demo_For_FlexibleMessageBox","Explicitly named demo application."
"Libraries/MessagingLibrary/Demo_For_FlexibleMessageBox/Properties/Settings.Designer.cs","_Quarantine/UnusedProjects_2026-08-11/Files/Libraries/MessagingLibrary/Demo_For_FlexibleMessageBox/Properties/Settings.Designer.cs","7608a1e4f9e84967a6b6b6f1036bbc620ba82cd4","1109","Libraries/MessagingLibrary/Demo_For_FlexibleMessageBox","Explicitly named demo application."
"Libraries/MessagingLibrary/Demo_For_FlexibleMessageBox/Properties/Settings.settings","_Quarantine/UnusedProjects_2026-08-11/Files/Libraries/MessagingLibrary/Demo_For_FlexibleMessageBox/Properties/Settings.settings","39645652af62950ebf3b28ec3a5400dcec30b1c4","249","Libraries/MessagingLibrary/Demo_For_FlexibleMessageBox","Explicitly named demo application."
"Libraries/TimePicker - Copy/gTimePickerControl.sln","_Quarantine/UnusedProjects_2026-08-11/Files/Libraries/TimePicker - Copy/gTimePickerControl.sln","7c33624afdaed2f08463c8a898af96d839c63a51","1664","Libraries/TimePicker - Copy","Explicit copy of a standalone control and test solution."
"Libraries/TimePicker - Copy/gTimePickerControl/ColorComboBox.Designer.vb","_Quarantine/UnusedProjects_2026-08-11/Files/Libraries/TimePicker - Copy/gTimePickerControl/ColorComboBox.Designer.vb","33f7a3a209bc9629c59fdd8da477ec0d53f15b15","1005","Libraries/TimePicker - Copy","Explicit copy of a standalone control and test solution."
"Libraries/TimePicker - Copy/gTimePickerControl/ColorComboBox.vb","_Quarantine/UnusedProjects_2026-08-11/Files/Libraries/TimePicker - Copy/gTimePickerControl/ColorComboBox.vb","d733e875111e53bb4e0283406f0e14423f2fbf0b","4507","Libraries/TimePicker - Copy","Explicit copy of a standalone control and test solution."
"Libraries/TimePicker - Copy/gTimePickerControl/dlgTimeColors.Designer.vb","_Quarantine/UnusedProjects_2026-08-11/Files/Libraries/TimePicker - Copy/gTimePickerControl/dlgTimeColors.Designer.vb","7c607f5571eb68f7953c930b2c274c51d6130dcd","24153","Libraries/TimePicker - Copy","Explicit copy of a standalone control and test solution."
"Libraries/TimePicker - Copy/gTimePickerControl/dlgTimeColors.resx","_Quarantine/UnusedProjects_2026-08-11/Files/Libraries/TimePicker - Copy/gTimePickerControl/dlgTimeColors.resx","19dc0dd8b3964e653690c64d095c5d28283828b7","5814","Libraries/TimePicker - Copy","Explicit copy of a standalone control and test solution."
"Libraries/TimePicker - Copy/gTimePickerControl/dlgTimeColors.vb","_Quarantine/UnusedProjects_2026-08-11/Files/Libraries/TimePicker - Copy/gTimePickerControl/dlgTimeColors.vb","a8d62b27661a0f558cd07d22c616a8fe062899d1","6763","Libraries/TimePicker - Copy","Explicit copy of a standalone control and test solution."
"Libraries/TimePicker - Copy/gTimePickerControl/DropDowngTimeEditor.Designer.vb","_Quarantine/UnusedProjects_2026-08-11/Files/Libraries/TimePicker - Copy/gTimePickerControl/DropDowngTimeEditor.Designer.vb","90b79491caa127d680cf818573e489307c39c046","3603","Libraries/TimePicker - Copy","Explicit copy of a standalone control and test solution."
"Libraries/TimePicker - Copy/gTimePickerControl/DropDowngTimeEditor.resx","_Quarantine/UnusedProjects_2026-08-11/Files/Libraries/TimePicker - Copy/gTimePickerControl/DropDowngTimeEditor.resx","19dc0dd8b3964e653690c64d095c5d28283828b7","5814","Libraries/TimePicker - Copy","Explicit copy of a standalone control and test solution."
"Libraries/TimePicker - Copy/gTimePickerControl/DropDowngTimeEditor.vb","_Quarantine/UnusedProjects_2026-08-11/Files/Libraries/TimePicker - Copy/gTimePickerControl/DropDowngTimeEditor.vb","2f70036543f907d065cbabe02aa8890eea0d0356","614","Libraries/TimePicker - Copy","Explicit copy of a standalone control and test solution."
"Libraries/TimePicker - Copy/gTimePickerControl/gDateTimePicker.Designer.vb","_Quarantine/UnusedProjects_2026-08-11/Files/Libraries/TimePicker - Copy/gTimePickerControl/gDateTimePicker.Designer.vb","415dc4f93e2142f22d3309240439f90265dd3f85","1013","Libraries/TimePicker - Copy","Explicit copy of a standalone control and test solution."
"Libraries/TimePicker - Copy/gTimePickerControl/gDateTimePicker.vb","_Quarantine/UnusedProjects_2026-08-11/Files/Libraries/TimePicker - Copy/gTimePickerControl/gDateTimePicker.vb","0bb5cf955a1defcc90ea28bc57bed3ec9207f24e","11195","Libraries/TimePicker - Copy","Explicit copy of a standalone control and test solution."
"Libraries/TimePicker - Copy/gTimePickerControl/gTimeBox.Designer.vb","_Quarantine/UnusedProjects_2026-08-11/Files/Libraries/TimePicker - Copy/gTimePickerControl/gTimeBox.Designer.vb","da2be25a0c863e488b56ac6cdbd8aee7cbdf7e8b","999","Libraries/TimePicker - Copy","Explicit copy of a standalone control and test solution."
"Libraries/TimePicker - Copy/gTimePickerControl/gTimeBox.vb","_Quarantine/UnusedProjects_2026-08-11/Files/Libraries/TimePicker - Copy/gTimePickerControl/gTimeBox.vb","716f0048459c5e824562cd9ceadbf7ae86741cbe","5017","Libraries/TimePicker - Copy","Explicit copy of a standalone control and test solution."
"Libraries/TimePicker - Copy/gTimePickerControl/gTimePicker.bmp","_Quarantine/UnusedProjects_2026-08-11/Files/Libraries/TimePicker - Copy/gTimePickerControl/gTimePicker.bmp","f6b5977b527b422b621e8a63c56af6fa02ffac1c","1078","Libraries/TimePicker - Copy","Explicit copy of a standalone control and test solution."
"Libraries/TimePicker - Copy/gTimePickerControl/gTimePicker.Designer.vb","_Quarantine/UnusedProjects_2026-08-11/Files/Libraries/TimePicker - Copy/gTimePickerControl/gTimePicker.Designer.vb","c35a79e37a9703f6ca9fcca608ef5f613af57da2","2111","Libraries/TimePicker - Copy","Explicit copy of a standalone control and test solution."
"Libraries/TimePicker - Copy/gTimePickerControl/gTimePicker.resx","_Quarantine/UnusedProjects_2026-08-11/Files/Libraries/TimePicker - Copy/gTimePickerControl/gTimePicker.resx","19dc0dd8b3964e653690c64d095c5d28283828b7","5814","Libraries/TimePicker - Copy","Explicit copy of a standalone control and test solution."
"Libraries/TimePicker - Copy/gTimePickerControl/gTimePicker.vb","_Quarantine/UnusedProjects_2026-08-11/Files/Libraries/TimePicker - Copy/gTimePickerControl/gTimePicker.vb","93d966efe95af9a3e252af8467275bcb12482b03","28218","Libraries/TimePicker - Copy","Explicit copy of a standalone control and test solution."
"Libraries/TimePicker - Copy/gTimePickerControl/gTimePickerCntrl.bmp","_Quarantine/UnusedProjects_2026-08-11/Files/Libraries/TimePicker - Copy/gTimePickerControl/gTimePickerCntrl.bmp","f6b5977b527b422b621e8a63c56af6fa02ffac1c","1078","Libraries/TimePicker - Copy","Explicit copy of a standalone control and test solution."
"Libraries/TimePicker - Copy/gTimePickerControl/gTimePickerCntrl.Designer.vb","_Quarantine/UnusedProjects_2026-08-11/Files/Libraries/TimePicker - Copy/gTimePickerControl/gTimePickerCntrl.Designer.vb","979193cc9a926962e6bcf1c3aaa57891d19478d8","4712","Libraries/TimePicker - Copy","Explicit copy of a standalone control and test solution."
"Libraries/TimePicker - Copy/gTimePickerControl/gTimePickerCntrl.resx","_Quarantine/UnusedProjects_2026-08-11/Files/Libraries/TimePicker - Copy/gTimePickerControl/gTimePickerCntrl.resx","19dc0dd8b3964e653690c64d095c5d28283828b7","5814","Libraries/TimePicker - Copy","Explicit copy of a standalone control and test solution."
"Libraries/TimePicker - Copy/gTimePickerControl/gTimePickerCntrl.vb","_Quarantine/UnusedProjects_2026-08-11/Files/Libraries/TimePicker - Copy/gTimePickerControl/gTimePickerCntrl.vb","5c847d4a2d4b16f4ad75686de6f82d371adafae7","25002","Libraries/TimePicker - Copy","Explicit copy of a standalone control and test solution."
"Libraries/TimePicker - Copy/gTimePickerControl/gTimePickerControl.vbproj","_Quarantine/UnusedProjects_2026-08-11/Files/Libraries/TimePicker - Copy/gTimePickerControl/gTimePickerControl.vbproj","6f6dabaf1f4bd0cfced910c727f69b2ecc385c4a","7654","Libraries/TimePicker - Copy","Explicit copy of a standalone control and test solution."
"Libraries/TimePicker - Copy/gTimePickerControl/HatchStyleEditor.vb","_Quarantine/UnusedProjects_2026-08-11/Files/Libraries/TimePicker - Copy/gTimePickerControl/HatchStyleEditor.vb","7e585d88b14e16a20612c16223e25a76bb1ed152","4480","Libraries/TimePicker - Copy","Explicit copy of a standalone control and test solution."
"Libraries/TimePicker - Copy/gTimePickerControl/HatchStyleListBox.vb","_Quarantine/UnusedProjects_2026-08-11/Files/Libraries/TimePicker - Copy/gTimePickerControl/HatchStyleListBox.vb","e7818736d410237354be7ca002f93910647aac75","3681","Libraries/TimePicker - Copy","Explicit copy of a standalone control and test solution."
